number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_cv_mean,user_attrs_cv_std,user_attrs_fold_best_iterations,user_attrs_fold_scores,state
16,0.8635484001383708,2026-08-27 04:45:59.398177,2026-08-27 04:46:35.879704,0 days 00:00:36.481527,0.6390519450381702,0.020524823242183767,0.13177796734730307,8,29.266819628702436,2.2588770720502548e-07,3.0830473334047306,0.8586927017191538,0.8635484001383708,0.005284640843285428,"[1175, 1275, 1022, 1138, 1116]","[0.8538530242700046, 0.8699427568577951, 0.865511494169409, 0.8642056763120154, 0.8642290490826295]",COMPLETE
17,0.8750890212014643,2026-08-27 04:46:35.880028,2026-08-27 04:46:54.718001,0 days 00:00:18.837973,0.7462766269481121,0.262938132752185,0.11559880571167458,9,8.540761076488415,2.172213690433863e-09,2.083558458304227,0.8864095686072445,0.8750890212014643,0.001836492635583828,"[1456, 1356, 1438, 1498, 1448]","[0.8720278293632334, 0.877243311659892, 0.8750846874191772, 0.874440902036029, 0.8766483755289892]",COMPLETE
18,0.8337050363892743,2026-08-27 04:46:54.718332,2026-08-27 04:47:08.447375,0 days 00:00:13.729043,0.7685876627442525,1.4557408989094207,0.0782463128351522,6,7.513754202666461,3.0898501493733272e-09,1.1357101578547972,0.7667214138864583,0.8337050363892743,0.0033563797825895293,"[1498, 1500, 1500, 1500, 1490]","[0.8348286799752946, 0.8395367927629177, 0.8311125514419472, 0.8330753483586388, 0.8299718094075733]",COMPLETE
19,0.8339082702362663,2026-08-27 04:47:08.447702,2026-08-27 04:47:17.730016,0 days 00:00:09.282314,0.8425310595120723,0.7312884368852899,0.13279314941400044,7,4.053989981004542,1.3760240810671025e-08,0.35425072033627353,0.9967124142755496,0.8339082702362663,0.005739261001173555,"[1141, 1400, 1122, 877, 373]","[0.8300982510609815, 0.8443134980009951, 0.8342790844943804, 0.8274663457624243, 0.8333841718625502]",COMPLETE
20,0.8738338150445074,2026-08-27 04:47:17.730327,2026-08-27 04:47:41.765264,0 days 00:00:24.034937,0.705568621452069,0.31089772099195145,0.06418949709826452,9,9.115994902439157,0.09095647740042732,2.2641434467107167,0.8681238025780942,0.8738338150445074,0.0036197223723601277,"[1499, 1500, 1497, 1495, 1500]","[0.8674072795896078, 0.877130772094552, 0.8745725627695178, 0.8772583426125209, 0.8728001181563387]",COMPLETE
21,0.8707419853410616,2026-08-27 04:47:41.765587,2026-08-27 04:48:02.294038,0 days 00:00:20.528451,0.7156866437123837,0.34181595694196115,0.06857798114488887,9,8.748670161501403,0.48317265512657953,1.9422836377699944,0.8782041330301507,0.8707419853410616,0.0029184940062849125,"[1476, 1500, 1489, 1495, 1500]","[0.8654213554451428, 0.8728646745073253, 0.8712513065370576, 0.8738037611131747, 0.8703688291026084]",COMPLETE
22,0.8696105782425281,2026-08-27 04:48:02.294357,2026-08-27 04:48:23.825093,0 days 00:00:21.530736,0.739912759336613,0.34106308655449113,0.06651217468208913,9,11.554094959194167,0.15851927368239083,1.9222542302610328,0.900149073766403,0.8696105782425281,0.003591492073685975,"[1488, 1497, 1497, 1475, 1478]","[0.8624697061036463, 0.8708803097188609, 0.8716313977063455, 0.8719793635024183, 0.8710921141813701]",COMPLETE
23,0.874165314689672,2026-08-27 04:48:23.825405,2026-08-27 04:48:47.992761,0 days 00:00:24.167356,0.8161400869086647,0.2298959367723586,0.10357567616016997,8,9.825653021639553,0.03367336652018941,1.616281742805327,0.8224550556193101,0.874165314689672,0.0019471328307613521,"[1353, 1492, 1440, 1498, 1467]","[0.870976262295211, 0.8758762802355341, 0.8747782326995494, 0.8761962179105897, 0.8729995803074764]",COMPLETE
24,0.8631252767140254,2026-08-27 04:48:47.993089,2026-08-27 04:49:04.487624,0 days 00:00:16.494535,0.8500368212761793,0.6478612884614297,0.10408414139034529,7,11.4194089410537,0.011601566918598627,0.6463820045841848,0.8172555698933346,0.8631252767140254,0.002532073935494102,"[1459, 1500, 1500, 1497, 1498]","[0.8602555070438783, 0.8669672320336078, 0.8609104383108152, 0.8624459895143435, 0.865047216667482]",COMPLETE
25,0.8641723682409594,2026-08-27 04:49:04.487936,2026-08-27 04:49:45.735654,0 days 00:00:41.247718,0.8156322899320291,0.19348598583840332,0.03376207213703955,8,16.79796399788668,0.0544165872863283,1.386114759754914,0.7615666242320015,0.8641723682409594,0.004055739213461674,"[1500, 1500, 1500, 1500, 1500]","[0.8563978000334806, 0.8657398114419039, 0.8656993489702233, 0.8647716404971346, 0.8682532402620552]",COMPLETE
