number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_class_weight,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,user_attrs_cv_mean,user_attrs_cv_std,user_attrs_fold_scores,state
50,0.8549210134021313,2026-08-26 18:14:10.846293,2026-08-26 18:14:45.345428,0 days 00:00:34.499135,True,balanced,gini,,0.5,1,12,700,0.8549210134021313,0.005734332659658996,"[0.8543187384578615, 0.8526884434869025, 0.8638024960220005, 0.8574611513652076, 0.8463342376786843]",COMPLETE
51,0.8760493274778103,2026-08-26 18:14:45.345740,2026-08-26 18:16:06.788787,0 days 00:01:21.443047,False,,entropy,,0.5,3,4,800,0.8760493274778103,0.006055079334521243,"[0.8701124004326499, 0.875563584703309, 0.8841165991751234, 0.8816068247194894, 0.8688472283584803]",COMPLETE
52,0.8723236509466613,2026-08-26 18:16:06.789099,2026-08-26 18:17:27.407927,0 days 00:01:20.618828,False,,entropy,,0.5,4,3,800,0.8723236509466613,0.006378532670629049,"[0.8655120500212469, 0.8705851923883833, 0.882692715092177, 0.8761489331721878, 0.8666793640593117]",COMPLETE
53,0.8765545243280017,2026-08-26 18:17:27.408249,2026-08-26 18:18:59.297251,0 days 00:01:31.889002,False,,entropy,,0.5,3,7,900,0.8765545243280017,0.005739529251318431,"[0.8688403207535716, 0.8765220198327204, 0.8854347665200883, 0.8795724354678757, 0.8724030790657532]",COMPLETE
54,0.8683135545480767,2026-08-26 18:18:59.297560,2026-08-26 18:20:38.539365,0 days 00:01:39.241805,False,,entropy,,0.5,5,8,1000,0.8683135545480767,0.0069219586819385245,"[0.8616057111942661, 0.8665265402849031, 0.8799695728826826, 0.8717588942830541, 0.8617070540954778]",COMPLETE
55,0.8140799401494936,2026-08-26 18:20:38.539683,2026-08-26 18:21:37.772962,0 days 00:00:59.233279,False,,gini,12.0,0.5,2,10,900,0.8140799401494936,0.00702131413259178,"[0.8073752437283498, 0.8170413525925978, 0.825310428592637, 0.8147305589492794, 0.8059421168846038]",COMPLETE
56,0.8646040841393077,2026-08-26 18:21:37.773275,2026-08-26 18:22:36.868004,0 days 00:00:59.094729,False,,entropy,,0.5,6,6,600,0.8646040841393077,0.007609306911458684,"[0.8598240612521272, 0.8630318794963513, 0.8769099851044757, 0.8685203236535098, 0.8547341711900746]",COMPLETE
57,0.8717107530827107,2026-08-26 18:22:36.868312,2026-08-26 18:24:19.031785,0 days 00:01:42.163473,False,balanced,entropy,,0.5,4,11,1000,0.8717107530827107,0.00697977179643187,"[0.867657115302456, 0.8705769914329031, 0.8834021670261887, 0.8742909158563661, 0.8626265757956396]",COMPLETE
58,0.8719499168886274,2026-08-26 18:24:19.032109,2026-08-26 18:24:48.467972,0 days 00:00:29.435863,False,,entropy,24.0,0.3,1,8,500,0.8719499168886274,0.006476428937337708,"[0.8687502209638259, 0.8727191817981549, 0.8811700302250025, 0.8752941577665806, 0.8618159936895732]",COMPLETE
59,0.8276061086257569,2026-08-26 18:24:48.468276,2026-08-26 18:25:36.547640,0 days 00:00:48.079364,False,,gini,,0.5,16,7,700,0.8276061086257569,0.00807908164557193,"[0.8268913682652803, 0.8304538511083698, 0.8390826352185355, 0.8276357064036088, 0.8139669821329897]",COMPLETE
60,0.6241535117158207,2026-08-26 18:25:36.547940,2026-08-26 18:27:34.722057,0 days 00:01:58.174117,False,,entropy,8.0,1.0,3,5,900,0.6241535117158207,0.012254969202695382,"[0.6090068368021314, 0.6453514747020758, 0.62776293552136, 0.6218184852022711, 0.6168278263512651]",COMPLETE
61,0.8760493274778103,2026-08-26 18:27:34.722357,2026-08-26 18:28:56.597871,0 days 00:01:21.875514,False,,entropy,,0.5,3,3,800,0.8760493274778103,0.006055079334521243,"[0.8701124004326499, 0.875563584703309, 0.8841165991751234, 0.8816068247194894, 0.8688472283584803]",COMPLETE
62,0.8791115793216587,2026-08-26 18:28:56.598203,2026-08-26 18:30:19.256384,0 days 00:01:22.658181,False,,entropy,,0.5,2,2,800,0.8791115793216587,0.006558880857345264,"[0.8701137672585633, 0.8810630316733271, 0.8877538553610215, 0.8835272280040689, 0.8731000143113126]",COMPLETE
63,0.8794675640749571,2026-08-26 18:30:19.256706,2026-08-26 18:31:32.114178,0 days 00:01:12.857472,False,,entropy,,0.5,1,6,700,0.8794675640749571,0.006659558681146512,"[0.8715804058251219, 0.879965275749492, 0.8885868201313669, 0.8847115330246345, 0.8724937856441701]",COMPLETE
64,0.8822731528223159,2026-08-26 18:31:32.114494,2026-08-26 18:32:45.486338,0 days 00:01:13.371844,False,,entropy,,0.5,1,2,700,0.8822731528223159,0.005203180537457979,"[0.875302303330741, 0.8831091051604552, 0.8877661391269833, 0.8878711792273163, 0.8773170372660832]",COMPLETE
65,0.8779047159274299,2026-08-26 18:32:45.486659,2026-08-26 18:34:24.057763,0 days 00:01:38.571104,False,,entropy,,0.7,1,2,700,0.8779047159274299,0.0046406204176325135,"[0.8746506786214301, 0.8748668394670601, 0.884804384994056, 0.8820768421113021, 0.8731248344433006]",COMPLETE
66,0.8779047159274299,2026-08-26 18:34:24.058068,2026-08-26 18:36:02.825236,0 days 00:01:38.767168,False,,entropy,,0.7,1,2,700,0.8779047159274299,0.0046406204176325135,"[0.8746506786214301, 0.8748668394670601, 0.884804384994056, 0.8820768421113021, 0.8731248344433006]",COMPLETE
67,0.8779047159274299,2026-08-26 18:36:02.825548,2026-08-26 18:37:41.964662,0 days 00:01:39.139114,False,,log_loss,48.0,0.7,1,2,700,0.8779047159274299,0.0046406204176325135,"[0.8746506786214301, 0.8748668394670601, 0.884804384994056, 0.8820768421113021, 0.8731248344433006]",COMPLETE
68,0.8776943216065739,2026-08-26 18:37:41.964974,2026-08-26 18:39:36.460897,0 days 00:01:54.495923,False,balanced,log_loss,48.0,0.7,1,2,800,0.8776943216065739,0.00458765041460274,"[0.8734030758164589, 0.8787188985063036, 0.8835538254489398, 0.8813006049962077, 0.8714952032649599]",COMPLETE
69,0.8781191665937153,2026-08-26 18:39:36.461222,2026-08-26 18:41:29.116474,0 days 00:01:52.655252,False,,log_loss,48.0,0.7,1,2,800,0.8781191665937153,0.004860593704390929,"[0.8742662111089349, 0.8758137902044397, 0.8860227844158448, 0.8813682127960561, 0.8731248344433006]",COMPLETE
70,0.8781191665937153,2026-08-26 18:41:29.116797,2026-08-26 18:43:22.130921,0 days 00:01:53.014124,False,,log_loss,48.0,0.7,1,2,800,0.8781191665937153,0.004860593704390929,"[0.8742662111089349, 0.8758137902044397, 0.8860227844158448, 0.8813682127960561, 0.8731248344433006]",COMPLETE
71,0.8781191665937153,2026-08-26 18:43:22.131253,2026-08-26 18:45:14.631898,0 days 00:01:52.500645,False,,log_loss,48.0,0.7,1,2,800,0.8781191665937153,0.004860593704390929,"[0.8742662111089349, 0.8758137902044397, 0.8860227844158448, 0.8813682127960561, 0.8731248344433006]",COMPLETE
