number,value,datetime_start,datetime_complete,duration,params_ccp_alpha,params_class_weight,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_splitter,user_attrs_cv_mean,user_attrs_cv_std,user_attrs_fold_scores,state
170,0.6259299184748319,2026-08-26 17:29:28.048758,2026-08-26 17:29:28.578241,0 days 00:00:00.529483,0.0010267385650958463,,log_loss,8,0.6,2,2,best,0.6259299184748319,0.012786391869540135,"[0.6371485949755021, 0.6080661704095934, 0.6429813135797844, 0.624440987984692, 0.6170125254245877]",COMPLETE
171,0.7714828894141179,2026-08-26 17:29:28.578564,2026-08-26 17:29:29.916998,0 days 00:00:01.338434,0.0005197690179182365,,log_loss,21,,3,10,best,0.7714828894141179,0.008625326381468752,"[0.7787809440032804, 0.7699971212660932, 0.7776510100907172, 0.7756588399491969, 0.7553265317613019]",COMPLETE
172,0.7718806881640373,2026-08-26 17:29:29.917351,2026-08-26 17:29:31.229073,0 days 00:00:01.311722,0.0002547405500682736,,log_loss,20,,4,11,best,0.7718806881640373,0.006476356066241802,"[0.7738000852929914, 0.7825929565704429, 0.7717196187321598, 0.7682430171817808, 0.7630477630428113]",COMPLETE
173,0.6866898361789004,2026-08-26 17:29:31.229457,2026-08-26 17:29:32.531311,0 days 00:00:01.301854,0.0015440247862512912,,log_loss,21,,6,8,best,0.6866898361789004,0.01153282347171398,"[0.6906217530725902, 0.6905182522801748, 0.7019907965255122, 0.6833714465980817, 0.666946932418143]",COMPLETE
174,0.7786096192829024,2026-08-26 17:29:32.531743,2026-08-26 17:29:33.876678,0 days 00:00:01.344935,1.548596650942593e-08,,log_loss,22,,2,5,best,0.7786096192829024,0.004031016016193827,"[0.7781991839514785, 0.7765620701227508, 0.7861005422299464, 0.7781062787821397, 0.7740800213281962]",COMPLETE
175,0.7807859365569524,2026-08-26 17:29:33.877002,2026-08-26 17:29:35.232270,0 days 00:00:01.355268,1.4156417546786459e-08,,log_loss,23,,1,5,best,0.7807859365569524,0.0034199541909292813,"[0.7846987618771636, 0.7809872644659243, 0.784300218247389, 0.7760543824725383, 0.7778890557217465]",COMPLETE
176,0.7799385061914077,2026-08-26 17:29:35.232626,2026-08-26 17:29:36.604228,0 days 00:00:01.371602,0.00045184858614412025,,log_loss,24,,1,3,best,0.7799385061914077,0.007655594190136402,"[0.789002701962846, 0.7811887987471017, 0.7788419405637376, 0.7844298258796459, 0.7662292638037073]",COMPLETE
177,0.7780684346524813,2026-08-26 17:29:36.604646,2026-08-26 17:29:37.973846,0 days 00:00:01.369200,0.00045722912241587607,,log_loss,24,,1,4,best,0.7780684346524813,0.007185103702461495,"[0.7859131523396203, 0.7802069863130329, 0.7781992752717434, 0.7814033653637145, 0.7646193939742956]",COMPLETE
178,0.784563980398978,2026-08-26 17:29:37.974172,2026-08-26 17:29:39.328335,0 days 00:00:01.354163,0.00012597752863584142,,log_loss,24,,1,4,best,0.784563980398978,0.004147732211489486,"[0.7863395829348349, 0.788272053335227, 0.7883099486811194, 0.7824481986315052, 0.7774501184122036]",COMPLETE
179,0.7535830426016052,2026-08-26 17:29:39.328725,2026-08-26 17:29:40.700233,0 days 00:00:01.371508,0.0007465806941855728,,log_loss,25,,1,4,best,0.7535830426016052,0.011555725372603867,"[0.7531874609376045, 0.7497759245451009, 0.7690119522067712, 0.7612356484561853, 0.7347042268623643]",COMPLETE
180,0.7847189125212832,2026-08-26 17:29:40.700545,2026-08-26 17:29:42.074539,0 days 00:00:01.373994,0.00017579716355924706,,log_loss,24,,1,3,best,0.7847189125212832,0.0035677741573247935,"[0.7900666804876438, 0.7872735564619369, 0.7839172988764403, 0.7823232821738069, 0.7800137446065883]",COMPLETE
181,0.785862674413828,2026-08-26 17:29:42.075099,2026-08-26 17:29:43.437850,0 days 00:00:01.362751,0.00011988902140243029,,log_loss,24,,1,2,best,0.785862674413828,0.0031060969243045054,"[0.7883379435073287, 0.7877315805890867, 0.78887838072081, 0.7832874983530065, 0.7810779688989075]",COMPLETE
182,0.7852768976042779,2026-08-26 17:29:43.438276,2026-08-26 17:29:44.796640,0 days 00:00:01.358364,0.00010273000875386051,,log_loss,25,,1,2,best,0.7852768976042779,0.005159242641333147,"[0.7932159772022601, 0.786600329794476, 0.7871571271462322, 0.7808658846922353, 0.7785451691861852]",COMPLETE
183,0.7855095159661626,2026-08-26 17:29:44.796972,2026-08-26 17:29:46.160667,0 days 00:00:01.363695,4.7432278555837396e-05,,log_loss,26,,1,2,best,0.7855095159661626,0.002789048252865014,"[0.7871127597016959, 0.786600329794476, 0.7891302435491531, 0.7833733387336231, 0.7813309080518648]",COMPLETE
184,0.7850703655324954,2026-08-26 17:29:46.161074,2026-08-26 17:29:47.523254,0 days 00:00:01.362180,8.278923148085695e-05,,log_loss,27,,1,3,best,0.7850703655324954,0.0032405047021394516,"[0.7888218113344992, 0.7872998086825517, 0.7862354205784254, 0.783309985625917, 0.7796848014410838]",COMPLETE
185,0.7855095159661626,2026-08-26 17:29:47.523647,2026-08-26 17:29:48.880795,0 days 00:00:01.357148,9.283125506589475e-05,,log_loss,26,,1,2,best,0.7855095159661626,0.002789048252865014,"[0.7871127597016959, 0.786600329794476, 0.7891302435491531, 0.7833733387336231, 0.7813309080518648]",COMPLETE
186,0.7851021379058847,2026-08-26 17:29:48.881131,2026-08-26 17:29:50.238075,0 days 00:00:01.356944,8.260909132458251e-05,,log_loss,27,,1,2,best,0.7851021379058847,0.0036152305260780523,"[0.7881947894916287, 0.786600329794476, 0.7891302435491531, 0.7810855873972513, 0.7804997392969142]",COMPLETE
187,0.7851021379058847,2026-08-26 17:29:50.238404,2026-08-26 17:29:51.596733,0 days 00:00:01.358329,9.357960791110408e-05,,log_loss,27,,1,2,best,0.7851021379058847,0.0036152305260780523,"[0.7881947894916287, 0.786600329794476, 0.7891302435491531, 0.7810855873972513, 0.7804997392969142]",COMPLETE
188,0.7855095159661626,2026-08-26 17:29:51.597145,2026-08-26 17:29:52.967281,0 days 00:00:01.370136,8.96377148786591e-05,,log_loss,26,,1,2,best,0.7855095159661626,0.002789048252865014,"[0.7871127597016959, 0.786600329794476, 0.7891302435491531, 0.7833733387336231, 0.7813309080518648]",COMPLETE
189,0.7811893827218381,2026-08-26 17:29:52.967640,2026-08-26 17:29:54.312705,0 days 00:00:01.345065,9.06140609327698e-05,,log_loss,27,,2,2,best,0.7811893827218381,0.004188259359647381,"[0.7841659555735764, 0.7846006176678667, 0.784483601771986, 0.7785264844724556, 0.7741702541233056]",COMPLETE
190,0.7851021379058847,2026-08-26 17:29:54.313117,2026-08-26 17:29:55.673708,0 days 00:00:01.360591,8.946458468897704e-05,,log_loss,27,,1,2,best,0.7851021379058847,0.0036152305260780523,"[0.7881947894916287, 0.786600329794476, 0.7891302435491531, 0.7810855873972513, 0.7804997392969142]",COMPLETE
191,0.7851021379058847,2026-08-26 17:29:55.674024,2026-08-26 17:29:57.030764,0 days 00:00:01.356740,9.030399528725084e-05,,log_loss,27,,1,2,best,0.7851021379058847,0.0036152305260780523,"[0.7881947894916287, 0.786600329794476, 0.7891302435491531, 0.7810855873972513, 0.7804997392969142]",COMPLETE
192,0.7811893827218381,2026-08-26 17:29:57.031170,2026-08-26 17:29:58.377917,0 days 00:00:01.346747,8.603206229464578e-05,,log_loss,27,,2,2,best,0.7811893827218381,0.004188259359647381,"[0.7841659555735764, 0.7846006176678667, 0.784483601771986, 0.7785264844724556, 0.7741702541233056]",COMPLETE
193,0.7851021379058847,2026-08-26 17:29:58.378334,2026-08-26 17:29:59.735056,0 days 00:00:01.356722,9.330195607386823e-05,,log_loss,27,,1,2,best,0.7851021379058847,0.0036152305260780523,"[0.7881947894916287, 0.786600329794476, 0.7891302435491531, 0.7810855873972513, 0.7804997392969142]",COMPLETE
194,0.7851021379058847,2026-08-26 17:29:59.735354,2026-08-26 17:30:01.091966,0 days 00:00:01.356612,9.448123377072637e-05,,log_loss,27,,1,2,best,0.7851021379058847,0.0036152305260780523,"[0.7881947894916287, 0.786600329794476, 0.7891302435491531, 0.7810855873972513, 0.7804997392969142]",COMPLETE
195,0.7851021379058847,2026-08-26 17:30:01.092281,2026-08-26 17:30:02.447932,0 days 00:00:01.355651,8.99583406314022e-05,,log_loss,27,,1,2,best,0.7851021379058847,0.0036152305260780523,"[0.7881947894916287, 0.786600329794476, 0.7891302435491531, 0.7810855873972513, 0.7804997392969142]",COMPLETE
196,0.77397444015662,2026-08-26 17:30:02.448350,2026-08-26 17:30:03.808823,0 days 00:00:01.360473,8.64942081441108e-05,balanced,log_loss,27,,2,2,best,0.77397444015662,0.009419185864402239,"[0.7724965533461082, 0.7735229517941882, 0.7838057793047694, 0.7825402783282271, 0.7575066380098069]",COMPLETE
197,0.7813101447612188,2026-08-26 17:30:03.809143,2026-08-26 17:30:05.154603,0 days 00:00:01.345460,5.62148564757383e-05,,log_loss,27,,2,2,best,0.7813101447612188,0.0038282019173767655,"[0.7843426044600523, 0.7830498963999409, 0.7853626542082179, 0.7785848559043038, 0.7752107128335793]",COMPLETE
198,0.7851021379058847,2026-08-26 17:30:05.155024,2026-08-26 17:30:06.512527,0 days 00:00:01.357503,0.0001143552231006905,,log_loss,27,,1,2,best,0.7851021379058847,0.0036152305260780523,"[0.7881947894916287, 0.786600329794476, 0.7891302435491531, 0.7810855873972513, 0.7804997392969142]",COMPLETE
199,0.7850161370272619,2026-08-26 17:30:06.512953,2026-08-26 17:30:07.872378,0 days 00:00:01.359425,4.935298042241957e-05,,log_loss,29,,1,2,best,0.7850161370272619,0.0032588595028639434,"[0.7864959966890742, 0.786600329794476, 0.7891302435491531, 0.7831170752320205, 0.7797370398715858]",COMPLETE
