number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_class_weight,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,user_attrs_cv_mean,user_attrs_cv_std,user_attrs_fold_scores,state
174,0.8656891262546056,2026-08-26 06:57:49.247525,2026-08-26 06:59:16.941624,0 days 00:01:27.694099,False,balanced_subsample,log_loss,,0.5,1,3,1000,0.8656891262546056,0.004215935507459319,"[0.8681162947873103, 0.872308284432703, 0.8602542774071923, 0.8626369542582518, 0.8651298203875711]",COMPLETE
175,0.8640850773574081,2026-08-26 06:59:16.941976,2026-08-26 07:00:43.918249,0 days 00:01:26.976273,False,balanced_subsample,log_loss,,0.5,2,4,1000,0.8640850773574081,0.004949742107072313,"[0.8685829844736564, 0.8710177552303776, 0.857658617621956, 0.8611433988716266, 0.8620226305894239]",COMPLETE
176,0.8538925055133955,2026-08-26 07:00:43.918597,2026-08-26 07:01:39.037941,0 days 00:00:55.119344,True,balanced_subsample,log_loss,,0.5,1,4,1000,0.8538925055133955,0.0024448234621926236,"[0.8540199311885998, 0.8572483855481486, 0.8497313289993542, 0.8549603086337371, 0.8535025731971383]",COMPLETE
177,0.8656095655746455,2026-08-26 07:01:39.038273,2026-08-26 07:03:06.949711,0 days 00:01:27.911438,False,balanced_subsample,log_loss,,0.5,1,2,1000,0.8656095655746455,0.005166303569070248,"[0.8696037398936237, 0.8735917988903301, 0.859838638843537, 0.8617237562611089, 0.8632898939846272]",COMPLETE
178,0.8088390294796886,2026-08-26 07:03:06.950093,2026-08-26 07:04:48.080864,0 days 00:01:41.130771,False,balanced_subsample,log_loss,12.0,0.7,2,3,1000,0.8088390294796886,0.005849747200791474,"[0.8127801192637013, 0.8184101527534073, 0.8057717992636028, 0.8035819860700778, 0.8036510900476533]",COMPLETE
179,0.76278332006302,2026-08-26 07:04:48.081193,2026-08-26 07:07:20.037647,0 days 00:02:31.956454,False,balanced_subsample,log_loss,48.0,1.0,1,19,900,0.76278332006302,0.0031805499958608434,"[0.763262419158793, 0.7575352012340456, 0.7648286589186727, 0.7614143571036672, 0.766875963899921]",COMPLETE
180,0.8588835349477189,2026-08-26 07:07:20.037997,2026-08-26 07:08:30.590075,0 days 00:01:10.552078,False,balanced_subsample,gini,,0.5,1,3,1000,0.8588835349477189,0.003827469658043931,"[0.8567751039837371, 0.8647678128733783, 0.8543121252236668, 0.8618272115703052, 0.8567354210875067]",COMPLETE
181,0.8669187471383136,2026-08-26 07:08:30.590451,2026-08-26 07:09:56.828350,0 days 00:01:26.237899,False,balanced_subsample,log_loss,,0.5,1,4,1000,0.8669187471383136,0.004888679770620613,"[0.8698592935561891, 0.8738979808089535, 0.8601738328929347, 0.8629224058649365, 0.8677402225685543]",COMPLETE
182,0.8669187471383136,2026-08-26 07:09:56.828685,2026-08-26 07:11:23.188303,0 days 00:01:26.359618,False,balanced_subsample,log_loss,,0.5,1,4,1000,0.8669187471383136,0.004888679770620613,"[0.8698592935561891, 0.8738979808089535, 0.8601738328929347, 0.8629224058649365, 0.8677402225685543]",COMPLETE
183,0.8304226209291306,2026-08-26 07:11:23.188674,2026-08-26 07:12:40.026161,0 days 00:01:16.837487,False,balanced_subsample,log_loss,,0.5,12,4,1000,0.8304226209291306,0.005465489163709831,"[0.8285192198769963, 0.8388882940010175, 0.824625021386915, 0.8345215111082617, 0.8255590582724627]",COMPLETE
184,0.8096375490132072,2026-08-26 07:12:40.026500,2026-08-26 07:13:53.358955,0 days 00:01:13.332455,False,balanced_subsample,log_loss,,0.5,19,6,1000,0.8096375490132072,0.003754020040829052,"[0.8081212909074069, 0.8150418535994385, 0.8041976990257588, 0.8124335708971074, 0.8083933306363241]",COMPLETE
185,0.8669187471383136,2026-08-26 07:13:53.359290,2026-08-26 07:15:19.698059,0 days 00:01:26.338769,False,balanced_subsample,log_loss,,0.5,1,4,1000,0.8669187471383136,0.004888679770620613,"[0.8698592935561891, 0.8738979808089535, 0.8601738328929347, 0.8629224058649365, 0.8677402225685543]",COMPLETE
186,0.8640850773574081,2026-08-26 07:15:19.698407,2026-08-26 07:16:45.341898,0 days 00:01:25.643491,False,balanced_subsample,log_loss,,0.5,2,4,1000,0.8640850773574081,0.004949742107072313,"[0.8685829844736564, 0.8710177552303776, 0.857658617621956, 0.8611433988716266, 0.8620226305894239]",COMPLETE
187,0.8513933590778763,2026-08-26 07:16:45.342241,2026-08-26 07:17:19.725195,0 days 00:00:34.382954,False,balanced_subsample,log_loss,,log2,1,5,1000,0.8513933590778763,0.003930240581196875,"[0.8533581660893531, 0.8562798250332496, 0.850622238643064, 0.8522531023508652, 0.8444534632728495]",COMPLETE
188,0.8557195945573021,2026-08-26 07:17:19.725540,2026-08-26 07:18:42.495041,0 days 00:01:22.769501,False,balanced_subsample,log_loss,16.0,0.5,2,6,1000,0.8557195945573021,0.00619224653246824,"[0.860846633374006, 0.8643079889071749, 0.8470914838115698, 0.8546401432549828, 0.8517117234387767]",COMPLETE
189,0.8669187471383136,2026-08-26 07:18:42.495385,2026-08-26 07:20:08.829388,0 days 00:01:26.334003,False,balanced_subsample,log_loss,,0.5,1,4,1000,0.8669187471383136,0.004888679770620613,"[0.8698592935561891, 0.8738979808089535, 0.8601738328929347, 0.8629224058649365, 0.8677402225685543]",COMPLETE
190,0.8669187471383136,2026-08-26 07:20:08.829730,2026-08-26 07:21:35.298743,0 days 00:01:26.469013,False,balanced_subsample,log_loss,,0.5,1,4,1000,0.8669187471383136,0.004888679770620613,"[0.8698592935561891, 0.8738979808089535, 0.8601738328929347, 0.8629224058649365, 0.8677402225685543]",COMPLETE
191,0.8669187471383136,2026-08-26 07:21:35.299086,2026-08-26 07:23:01.914060,0 days 00:01:26.614974,False,balanced_subsample,log_loss,,0.5,1,4,1000,0.8669187471383136,0.004888679770620613,"[0.8698592935561891, 0.8738979808089535, 0.8601738328929347, 0.8629224058649365, 0.8677402225685543]",COMPLETE
192,0.8669187471383136,2026-08-26 07:23:01.914398,2026-08-26 07:24:28.616288,0 days 00:01:26.701890,False,balanced_subsample,log_loss,,0.5,1,4,1000,0.8669187471383136,0.004888679770620613,"[0.8698592935561891, 0.8738979808089535, 0.8601738328929347, 0.8629224058649365, 0.8677402225685543]",COMPLETE
193,0.8656467618722076,2026-08-26 07:24:28.616659,2026-08-26 07:25:55.595744,0 days 00:01:26.979085,False,balanced_subsample,log_loss,,0.5,1,5,1000,0.8656467618722076,0.004680260195736175,"[0.8698158706752257, 0.8717027447097584, 0.8589347360740925, 0.8624332328910033, 0.8653472250109583]",COMPLETE
194,0.8640850773574081,2026-08-26 07:25:55.596102,2026-08-26 07:27:21.493107,0 days 00:01:25.897005,False,balanced_subsample,log_loss,,0.5,2,4,1000,0.8640850773574081,0.004949742107072313,"[0.8685829844736564, 0.8710177552303776, 0.857658617621956, 0.8611433988716266, 0.8620226305894239]",COMPLETE
195,0.8643716546944915,2026-08-26 07:27:21.493454,2026-08-26 07:28:48.072267,0 days 00:01:26.578813,False,balanced_subsample,log_loss,,0.5,1,6,1000,0.8643716546944915,0.00552857388932467,"[0.8695383196265842, 0.8703759980015641, 0.8562362115218899, 0.8597485285467599, 0.8659592157756593]",COMPLETE
196,0.8669187471383136,2026-08-26 07:28:48.072603,2026-08-26 07:30:14.501862,0 days 00:01:26.429259,False,balanced_subsample,log_loss,,0.5,1,4,1000,0.8669187471383136,0.004888679770620613,"[0.8698592935561891, 0.8738979808089535, 0.8601738328929347, 0.8629224058649365, 0.8677402225685543]",COMPLETE
197,0.8656467618722076,2026-08-26 07:30:14.502191,2026-08-26 07:31:41.123045,0 days 00:01:26.620854,False,balanced_subsample,log_loss,,0.5,1,5,1000,0.8656467618722076,0.004680260195736175,"[0.8698158706752257, 0.8717027447097584, 0.8589347360740925, 0.8624332328910033, 0.8653472250109583]",COMPLETE
198,0.8577169349626199,2026-08-26 07:31:41.123395,2026-08-26 07:32:29.940987,0 days 00:00:48.817592,False,balanced_subsample,log_loss,,0.3,2,4,1000,0.8577169349626199,0.0037533741048065704,"[0.8574412709809024, 0.8633894431513046, 0.8531084417832683, 0.8602069220669866, 0.8544385968306377]",COMPLETE
199,0.8656467618722076,2026-08-26 07:32:29.941339,2026-08-26 07:33:56.965318,0 days 00:01:27.023979,False,balanced_subsample,log_loss,,0.5,1,5,1000,0.8656467618722076,0.004680260195736175,"[0.8698158706752257, 0.8717027447097584, 0.8589347360740925, 0.8624332328910033, 0.8653472250109583]",COMPLETE
